t_us,bmp_T,bmp_P,bmp_alt,ax,ay,az,gx,gy,gz,lis_ax,lis_ay,lis_az,q0,q1,q2,q3,a_vertical,est_h,est_v,est_a,P00,P01,P10,P11,arm_state,policy_runtime_enabled,software_arm_token,phase,actuator_us,phase_diag_valid,phase_diag_updated,phase_diag_seq,phase_diag_t_ms,phase_diag_age_ms,phase_launch_latched,phase_burnout_latched,phase_descent_latched,phase_launch_candidate,phase_burnout_candidate,phase_descent_candidate,phase_boost_dwell_met,phase_coast_dwell_met,phase_brake_active,phase_launch_confirm_ms,phase_burnout_confirm_ms,phase_descent_confirm_ms,phase_since_launch_ms,phase_since_burnout_ms,policy_valid,policy_cmd,apogee_no_brake,apogee_full_brake,target_apogee,apogee_error,warn_mask,gps_x,gps_y,gps_z,gps_vx,gps_vy,gps_vz
7680000,21.331752,955.488505,492.654106,-0.177126,0.112909,1.692164,0.007054,-0.010172,-0.006185,-0.215071,0.100492,1.697925,0.989927,0.000726,-0.020674,0.140060,-8.154844,336.158403,-2.867166,-8.154844,0.585531,0.008430,0.008430,0.134838,2,1,1,4,1000.000000,1,1,385,7680,0,1,1,1,1,1,1,1,1,0,7080,5880,300,7020,5760,0,0.000000,336.158403,336.158403,299.234800,36.923603,0,18.989929,6.269931,336.769678,2.497044,0.709472,-3.022976
7700000,21.332174,955.495125,492.598618,-0.169759,0.117225,1.845702,0.007500,-0.010003,-0.006356,-0.208395,0.102773,1.857979,0.989904,0.000981,-0.020681,0.140222,-7.975671,336.098353,-3.027205,-7.975671,0.585990,0.008455,0.008455,0.135544,2,1,1,4,1000.000000,1,1,386,7700,0,1,1,1,1,1,1,1,1,0,7100,5900,320,7040,5780,0,0.000000,336.098353,336.098353,299.234500,36.863853,0,19.053872,6.278333,336.721285,2.495130,0.707860,-3.180242
7720000,21.332617,955.502110,492.540148,-0.158056,0.119562,1.994776,0.007938,-0.009827,-0.006526,-0.197243,0.103118,2.013487,0.989880,0.001237,-0.020684,0.140384,-7.800252,336.035259,-3.183842,-7.800252,0.586450,0.008480,0.008480,0.136237,2,1,1,4,1000.000000,1,1,387,7720,0,1,1,1,1,1,1,1,1,0,7120,5920,340,7060,5800,0,0.000000,336.035259,336.035259,299.234200,36.801059,0,19.117542,6.286818,336.669569,2.493230,0.706261,-3.333967
7740000,21.333081,955.509455,492.478618,-0.142315,0.119881,2.140727,0.008366,-0.009645,-0.006696,-0.181913,0.101493,2.165746,0.989857,0.001493,-0.020686,0.140545,-7.628517,335.969193,-3.337147,-7.628517,0.586909,0.008504,0.008504,0.136917,2,1,1,4,1000.000000,1,1,388,7740,0,1,1,1,1,1,1,1,1,0,7140,5940,360,7080,5820,0,0.000000,335.969193,335.969193,299.233900,36.735293,0,19.180925,6.295391,336.614593,2.491345,0.704676,-3.484225
7760000,21.333564,955.517150,492.413939,-0.122939,0.118177,2.284866,0.008784,-0.009456,-0.006866,-0.162805,0.097899,2.316025,0.989834,0.001749,-0.020684,0.140707,-7.460397,335.900222,-3.487190,-7.460397,0.587369,0.008528,0.008528,0.137584,2,1,1,4,1000.000000,1,1,389,7760,0,1,1,1,1,1,1,1,1,0,7160,5960,380,7100,5840,0,0.000000,335.900222,335.900222,299.233600,36.666622,0,19.244006,6.304053,336.556421,2.489476,0.703106,-3.631090
7780000,21.334067,955.525188,492.346024,-0.100422,0.114479,2.428415,0.009192,-0.009261,-0.007034,-0.140412,0.092369,2.465505,0.989810,0.002005,-0.020680,0.140868,-7.295826,335.828415,-3.634041,-7.295826,0.587829,0.008552,0.008552,0.138238,2,1,1,4,1000.000000,1,1,390,7780,0,1,1,1,1,1,1,1,1,0,7180,5980,400,7120,5860,0,0.000000,335.828415,335.828415,299.233300,36.595115,0,19.306769,6.312807,336.495114,2.487623,0.701550,-3.774633
7800000,21.334589,955.533563,492.274786,-0.075340,0.108849,2.572454,0.009590,-0.009059,-0.007203,-0.115311,0.084972,2.615224,0.989787,0.002261,-0.020674,0.141029,-7.134738,335.753835,-3.777766,-7.134738,0.588289,0.008575,0.008575,0.138880,2,1,1,4,1000.000000,1,1,391,7800,0,1,1,1,1,1,1,1,1,0,7200,6000,420,7140,5880,0,0.000000,335.753835,335.753835,299.233000,36.520835,0,19.369200,6.321658,336.430733,2.485789,0.700010,-3.914923
7820000,21.335129,955.542268,492.200141,-0.048333,0.101382,2.717867,0.009977,-0.008852,-0.007370,-0.088141,0.075808,2.766032,0.989764,0.002517,-0.020664,0.141190,-6.977069,335.676548,-3.918431,-6.977069,0.588749,0.008598,0.008598,0.139510,2,1,1,4,1000.000000,1,1,392,7820,0,1,1,1,1,1,1,1,1,0,7220,6020,440,7160,5900,0,0.000000,335.676548,335.676548,299.232700,36.443848,0,19.431286,6.330606,336.363335,2.483973,0.698485,-4.052030
7840000,21.335688,955.551294,492.122012,-0.020092,0.092204,2.865309,0.010352,-0.008638,-0.007537,-0.059593,0.065007,2.918544,0.989740,0.002772,-0.020653,0.141351,-6.822757,335.596614,-4.056101,-6.822757,0.589210,0.008620,0.008620,0.140128,2,1,1,4,1000.000000,1,1,393,7840,0,1,1,1,1,1,1,1,1,0,7240,6040,460,7180,5920,0,0.000000,335.596614,335.596614,299.232400,36.364214,0,19.493012,6.339655,336.292979,2.482176,0.696977,-4.186021
7860000,21.336265,955.560637,492.040336,0.008663,0.081469,3.015172,0.010715,-0.008419,-0.007704,-0.030390,0.052729,3.073119,0.989717,0.003027,-0.020638,0.141511,-6.671740,335.514094,-4.190838,-6.671740,0.589670,0.008642,0.008642,0.140734,2,1,1,4,1000.000000,1,1,394,7860,0,1,1,1,1,1,1,1,1,0,7260,6060,480,7200,5940,0,0.000000,335.514094,335.514094,299.232100,36.281994,0,19.554367,6.348808,336.219720,2.480399,0.695484,-4.316963
7880000,21.336860,955.570288,491.955058,0.037196,0.069360,3.167573,0.011065,-0.008193,-0.007869,-0.001267,0.039160,3.229843,0.989693,0.003282,-0.020621,0.141672,-6.523958,335.429044,-4.322704,-6.523958,0.590131,0.008664,0.008664,0.141328,2,1,1,4,1000.000000,1,1,395,7880,0,1,1,1,1,1,1,1,1,0,7280,6080,500,7220,5960,0,0.000000,335.429044,335.429044,299.231800,36.197244,0,19.615336,6.358068,336.143615,2.478643,0.694009,-4.444920
7900000,21.337471,955.580242,491.866143,0.064780,0.056081,3.322347,0.011403,-0.007963,-0.008035,0.027044,0.024509,3.388521,0.989670,0.003536,-0.020602,0.141832,-6.379352,335.341523,-4.451760,-6.379352,0.590592,0.008685,0.008685,0.141911,2,1,1,4,1000.000000,1,1,396,7900,0,1,1,1,1,1,1,1,1,0,7300,6100,520,7240,5980,0,0.000000,335.341523,335.341523,299.231500,36.110023,0,19.675908,6.367436,336.064717,2.476908,0.692551,-4.569957
7920000,21.338099,955.590492,491.773571,0.090708,0.041855,3.479062,0.011728,-0.007727,-0.008199,0.053835,0.009004,3.548696,0.989647,0.003790,-0.020580,0.141992,-6.237864,335.251583,-4.578064,-6.237864,0.591053,0.008706,0.008706,0.142482,2,1,1,4,1000.000000,1,1,397,7920,0,1,1,1,1,1,1,1,1,0,7320,6120,540,7260,6000,0,0.000000,335.251583,335.251583,299.231200,36.020383,0,19.736070,6.376916,335.983078,2.475196,0.691110,-4.692136
7940000,21.338744,955.601033,491.677342,0.114319,0.026922,3.637041,0.012039,-0.007485,-0.008363,0.078443,-0.007113,3.709667,0.989623,0.004043,-0.020555,0.142152,-6.099437,335.159279,-4.701675,-6.099437,0.591515,0.008726,0.008726,0.143043,2,1,1,4,1000.000000,1,1,398,7940,0,1,1,1,1,1,1,1,1,0,7340,6140,560,7280,6020,0,0.000000,335.159279,335.159279,299.230900,35.928379,0,19.795812,6.386509,335.898752,2.473507,0.689687,-4.811519
7960000,21.339405,955.611857,491.577476,0.135010,0.011536,3.795398,0.012336,-0.007239,-0.008526,0.100259,-0.023584,3.870528,0.989600,0.004296,-0.020528,0.142312,-5.964015,335.064662,-4.822649,-5.964015,0.591976,0.008747,0.008747,0.143592,2,1,1,4,1000.000000,1,1,399,7960,0,1,1,1,1,1,1,1,1,0,7360,6160,580,7300,6040,0,0.000000,335.064662,335.064662,299.230600,35.834062,0,19.855123,6.396219,335.811787,2.471842,0.688283,-4.928167
7980000,21.340081,955.622959,491.474016,0.152252,-0.004046,3.953081,0.012619,-0.006988,-0.008689,0.118751,-0.040148,4.030210,0.989576,0.004547,-0.020498,0.142472,-5.831543,334.967780,-4.941043,-5.831543,0.592438,0.008766,0.008766,0.144131,2,1,1,4,1000.000000,1,1,400,7980,0,1,1,1,1,1,1,1,1,0,7380,6180,600,7320,6060,0,0.000000,334.967780,334.967780,299.230300,35.737480,0,19.913991,6.406048,335.722235,2.470201,0.686897,-5.042138
8000000,21.340774,955.634333,491.367025,0.165605,-0.019559,4.108928,0.012887,-0.006732,-0.008850,0.133474,-0.056538,4.187538,0.989553,0.004798,-0.020466,0.142631,-5.701970,334.868683,-5.056909,-5.701970,0.592900,0.008786,0.008786,0.144660,2,1,1,4,1000.000000,1,1,401,8000,0,1,1,1,1,1,1,1,1,0,7400,6200,620,7340,6080,0,0.000000,334.868683,334.868683,299.230000,35.638683,0,19.972407,6.415997,335.630143,2.468585,0.685530,-5.153492
8020000,21.341481,955.645974,491.256588,0.174727,-0.034742,4.261726,0.013141,-0.006471,-0.009011,0.144083,-0.072490,4.341288,0.989529,0.005048,-0.020431,0.142790,-5.575240,334.767417,-5.170302,-5.575240,0.593362,0.008805,0.008805,0.145178,2,1,1,4,1000.000000,1,1,402,8020,0,1,1,1,1,1,1,1,1,0,7420,6220,640,7360,6100,0,0.000000,334.767417,334.767417,299.229700,35.537717,0,20.030361,6.426070,335.535559,2.466994,0.684183,-5.262285
8040000,21.342203,955.657875,491.142810,0.179386,-0.049339,4.410270,0.013379,-0.006206,-0.009172,0.150339,-0.087746,4.490250,0.989506,0.005298,-0.020394,0.142949,-5.451303,334.664027,-5.281273,-5.451303,0.593824,0.008824,0.008824,0.145685,2,1,1,4,1000.000000,1,1,403,8040,0,1,1,1,1,1,1,1,1,0,7440,6240,660,7380,6120,0,0.000000,334.664027,334.664027,299.229400,35.434627,0,20.087845,6.436268,335.438530,2.465430,0.682855,-5.368574
8060000,21.342939,955.670032,491.025817,0.179462,-0.063103,4.553425,0.013602,-0.005937,-0.009331,0.152116,-0.102057,4.633284,0.989482,0.005546,-0.020354,0.143108,-5.330109,334.558556,-5.389874,-5.330109,0.594287,0.008842,0.008842,0.146183,2,1,1,4,1000.000000,1,1,404,8060,0,1,1,1,1,1,1,1,1,0,7460,6260,680,7400,6140,0,0.000000,334.558556,334.558556,299.229100,35.329456,0,20.144851,6.446593,335.339101,2.463892,0.681547,-5.472414
8080000,21.343690,955.682439,490.905751,0.174954,-0.075802,4.690180,0.013809,-0.005664,-0.009490,0.149408,-0.115190,4.769383,0.989459,0.005793,-0.020311,0.143267,-5.211607,334.451047,-5.496154,-5.211607,0.594749,0.008861,0.008861,0.146671,2,1,1,4,1000.000000,1,1,405,8080,0,1,1,1,1,1,1,1,1,0,7480,6280,700,7420,6160,0,0.000000,334.451047,334.451047,299.228800,35.222247,0,20.201369,6.457048,335.237316,2.462382,0.680259,-5.573859
8100000,21.344454,955.695090,490.782773,0.165976,-0.087222,4.819706,0.014000,-0.005387,-0.009648,0.142322,-0.126929,4.897721,0.989435,0.006039,-0.020267,0.143425,-5.095748,334.341539,-5.600163,-5.095748,0.595212,0.008878,0.008878,0.147150,2,1,1,4,1000.000000,1,1,406,8100,0,1,1,1,1,1,1,1,1,0,7500,6300,720,7440,6180,0,0.000000,334.341539,334.341539,299.228500,35.113039,0,20.257393,6.467633,335.133220,2.460900,0.678991,-5.672963
8120000,21.345232,955.707982,490.657056,0.152759,-0.097170,4.941392,0.014175,-0.005107,-0.009806,0.131081,-0.137080,5.017693,0.989412,0.006285,-0.020220,0.143584,-4.982485,334.230074,-5.701948,-4.982485,0.595675,0.008896,0.008896,0.147619,2,1,1,4,1000.000000,1,1,407,8120,0,1,1,1,1,1,1,1,1,0,7520,6320,740,7460,6200,0,0.000000,334.230074,334.230074,299.228200,35.001874,0,20.312917,6.478352,335.026855,2.459446,0.677745,-5.769778
8140000,21.346023,955.721108,490.528783,0.135639,-0.105478,5.054879,0.014334,-0.004823,-0.009962,0.116016,-0.145474,5.128955,0.989388,0.006528,-0.020170,0.143742,-4.871769,334.116687,-5.801557,-4.871769,0.596138,0.008913,0.008913,0.148078,2,1,1,4,1000.000000,1,1,408,8140,0,1,1,1,1,1,1,1,1,0,7540,6340,760,7480,6220,0,0.000000,334.116687,334.116687,299.227900,34.888787,0,20.367933,6.489206,334.918264,2.458021,0.676519,-5.864355
8160000,21.346828,955.734463,490.398147,0.115054,-0.112006,5.160080,0.014476,-0.004535,-0.010118,0.097557,-0.151972,5.231432,0.989365,0.006771,-0.020118,0.143899,-4.763556,334.001417,-5.899035,-4.763556,0.596602,0.008930,0.008930,0.148529,2,1,1,4,1000.000000,1,1,409,8160,0,1,1,1,1,1,1,1,1,0,7560,6360,780,7500,6240,0,0.000000,334.001417,334.001417,299.227600,34.773817,0,20.422436,6.500197,334.807486,2.456625,0.675315,-5.956744
8180000,21.347645,955.748044,490.265346,0.091531,-0.116643,5.257186,0.014601,-0.004245,-0.010273,0.076222,-0.156464,5.325335,0.989341,0.007012,-0.020063,0.144057,-4.657797,333.884298,-5.994427,-4.657797,0.597065,0.008947,0.008947,0.148970,2,1,1,4,1000.000000,1,1,410,8180,0,1,1,1,1,1,1,1,1,0,7580,6380,800,7520,6260,0,0.000000,333.884298,333.884298,299.227300,34.656998,0,20.476422,6.511325,334.694563,2.455259,0.674132,-6.046996
8200000,21.348474,955.761845,490.130580,0.065669,-0.119313,5.346659,0.014709,-0.003952,-0.010427,0.052603,-0.158870,5.411146,0.989318,0.007252,-0.020006,0.144215,-4.554450,333.765366,-6.087778,-4.554450,0.597529,0.008964,0.008964,0.149403,2,1,1,4,1000.000000,1,1,411,8200,0,1,1,1,1,1,1,1,1,0,7600,6400,820,7540,6280,0,0.000000,333.765366,333.765366,299.227000,34.538366,0,20.529885,6.522594,334.579534,2.453924,0.672971,-6.135159
8220000,21.349316,955.775861,489.994046,0.038129,-0.119968,5.429211,0.014801,-0.003656,-0.010580,0.027354,-0.159148,5.489604,0.989294,0.007490,-0.019947,0.144372,-4.453470,333.644652,-6.179129,-4.453470,0.597993,0.008980,0.008980,0.149827,2,1,1,4,1000.000000,1,1,412,8220,0,1,1,1,1,1,1,1,1,0,7620,6420,840,7560,6300,0,0.000000,333.644652,333.644652,299.226700,34.417952,0,20.582822,6.534004,334.462437,2.452618,0.671832,-6.221281
8240000,21.350170,955.790088,489.855939,0.009616,-0.118600,5.505776,0.014875,-0.003357,-0.010732,0.001170,-0.157287,5.561668,0.989271,0.007727,-0.019885,0.144529,-4.354812,333.522189,-6.268525,-4.354812,0.598457,0.008996,0.008996,0.150242,2,1,1,4,1000.000000,1,1,413,8240,0,1,1,1,1,1,1,1,1,0,7640,6440,860,7580,6320,0,0.000000,333.522189,333.522189,299.226400,34.295789,0,20.635229,6.545557,334.343310,2.451344,0.670716,-6.305408
8260000,21.351035,955.804522,489.716444,-0.019143,-0.115229,5.577460,0.014932,-0.003057,-0.010884,-0.025229,-0.153312,5.628476,0.989247,0.007962,-0.019821,0.144686,-4.258435,333.398007,-6.356005,-4.258435,0.598921,0.009011,0.009011,0.150650,2,1,1,4,1000.000000,1,1,414,8260,0,1,1,1,1,1,1,1,1,0,7660,6460,880,7600,6340,0,0.000000,333.398007,333.398007,299.226100,34.171907,0,20.687104,6.557254,334.222190,2.450101,0.669621,-6.387588
8280000,21.351912,955.819159,489.575736,-0.047414,-0.109914,5.645496,0.014972,-0.002754,-0.011034,-0.051118,-0.147281,5.691294,0.989224,0.008195,-0.019754,0.144842,-4.164296,333.272138,-6.441611,-4.164296,0.599386,0.009027,0.009027,0.151049,2,1,1,4,1000.000000,1,1,415,8280,0,1,1,1,1,1,1,1,1,0,7680,6480,900,7620,6360,0,0.000000,333.272138,333.272138,299.225800,34.046338,0,20.738444,6.569096,334.099114,2.448889,0.668550,-6.467864
8300000,21.352800,955.833993,489.433976,-0.074473,-0.102744,5.711184,0.014994,-0.002450,-0.011184,-0.075782,-0.139286,5.751456,0.989200,0.008427,-0.019685,0.144999,-4.072353,333.144609,-6.525382,-4.072353,0.599850,0.009042,0.009042,0.151440,2,1,1,4,1000.000000,1,1,416,8300,0,1,1,1,1,1,1,1,1,0,7700,6500,920,7640,6380,0,0.000000,333.144609,333.144609,299.225500,33.919109,0,20.789249,6.581085,333.974117,2.447709,0.667501,-6.546282
8320000,21.353699,955.849022,489.291309,-0.099629,-0.093840,5.775831,0.015000,-0.002143,-0.011333,-0.098539,-0.129451,5.810305,0.989177,0.008657,-0.019614,0.145155,-3.982566,333.015449,-6.607357,-3.982566,0.600315,0.009057,0.009057,0.151823,2,1,1,4,1000.000000,1,1,417,8320,0,1,1,1,1,1,1,1,1,0,7720,6520,940,7660,6400,0,0.000000,333.015449,333.015449,299.225200,33.790249,0,20.839516,6.593222,333.847233,2.446561,0.666475,-6.622885
8340000,21.354609,955.864240,489.147861,-0.122240,-0.083353,5.840689,0.014987,-0.001836,-0.011480,-0.118755,-0.117928,5.869134,0.989153,0.008885,-0.019540,0.145311,-3.894895,332.884684,-6.687574,-3.894895,0.600780,0.009072,0.009072,0.152198,2,1,1,4,1000.000000,1,1,418,8340,0,1,1,1,1,1,1,1,1,0,7740,6540,960,7680,6420,0,0.000000,332.884684,332.884684,299.224900,33.659784,0,20.889246,6.605507,333.718498,2.445446,0.665472,-6.697715
8360000,21.355530,955.879644,489.003739,-0.141729,-0.071458,5.906897,0.014958,-0.001527,-0.011627,-0.135860,-0.104898,5.929122,0.989130,0.009112,-0.019465,0.145466,-3.809298,332.752341,-6.766070,-3.809298,0.601245,0.009086,0.009086,0.152566,2,1,1,4,1000.000000,1,1,419,8360,0,1,1,1,1,1,1,1,1,0,7760,6560,980,7700,6440,0,0.000000,332.752341,332.752341,299.224600,33.527741,0,20.938439,6.617942,333.587943,2.444363,0.664492,-6.770816
8380000,21.356460,955.895230,488.859027,-0.157597,-0.058358,5.975429,0.014911,-0.001217,-0.011773,-0.149366,-0.090565,5.991284,0.989106,0.009336,-0.019386,0.145622,-3.725738,332.618445,-6.842882,-3.725738,0.601710,0.009100,0.009100,0.152926,2,1,1,4,1000.000000,1,1,420,8380,0,1,1,1,1,1,1,1,1,0,7780,6580,1000,7720,6460,0,0.000000,332.618445,332.618445,299.224300,33.394145,0,20.987097,6.630528,333.455603,2.443312,0.663536,-6.842228
8400000,21.357401,955.910994,488.713787,-0.169440,-0.044273,6.047048,0.014847,-0.000906,-0.011918,-0.158876,-0.075152,6.056428,0.989083,0.009558,-0.019306,0.145777,-3.644176,332.483022,-6.918045,-3.644176,0.602176,0.009114,0.009114,0.153279,2,1,1,4,1000.000000,1,1,421,8400,0,1,1,1,1,1,1,1,1,0,7800,6600,1020,7740,6480,0,0.000000,332.483022,332.483022,299.224000,33.259022,0,21.035219,6.643265,333.321509,2.442295,0.662604,-6.911992
8420000,21.358352,955.926933,488.568057,-0.176954,-0.029441,6.122271,0.014766,-0.000595,-0.012062,-0.164096,-0.058903,6.125112,0.989060,0.009778,-0.019223,0.145932,-3.564573,332.346095,-6.991594,-3.564573,0.602642,0.009128,0.009128,0.153624,2,1,1,4,1000.000000,1,1,422,8420,0,1,1,1,1,1,1,1,1,0,7820,6620,1040,7760,6500,0,0.000000,332.346095,332.346095,299.223700,33.122395,0,21.082809,6.656155,333.185693,2.441310,0.661695,-6.980148
8440000,21.359312,955.943043,488.421853,-0.179947,-0.014112,6.201348,0.014668,-0.000283,-0.012205,-0.164841,-0.042070,6.197631,0.989036,0.009997,-0.019138,0.146087,-3.486893,332.207687,-7.063563,-3.486893,0.603108,0.009142,0.009142,0.153963,2,1,1,4,1000.000000,1,1,423,8440,0,1,1,1,1,1,1,1,1,0,7840,6640,1060,7780,6520,0,0.000000,332.207687,332.207687,299.223400,32.984287,0,21.129869,6.669197,333.048185,2.440358,0.660809,-7.046735
8460000,21.360282,955.959319,488.275166,-0.178344,0.001455,6.284248,0.014553,0.000029,-0.012348,-0.161044,-0.024918,6.273998,0.989013,0.010213,-0.019051,0.146241,-3.411097,332.067822,-7.133987,-3.411097,0.603574,0.009155,0.009155,0.154295,2,1,1,4,1000.000000,1,1,424,8460,0,1,1,1,1,1,1,1,1,0,7860,6660,1080,7800,6540,0,0.000000,332.067822,332.067822,299.223100,32.844722,0,21.176402,6.682392,332.909016,2.439439,0.659948,-7.111790
8480000,21.361261,955.975760,488.127968,-0.172185,0.016998,6.370666,0.014421,0.000341,-0.012489,-0.152753,-0.007714,6.353951,0.988989,0.010426,-0.018961,0.146395,-3.337149,331.926520,-7.202897,-3.337149,0.604040,0.009168,0.009168,0.154620,2,1,1,4,1000.000000,1,1,425,8480,0,1,1,1,1,1,1,1,1,0,7880,6680,1100,7820,6560,0,0.000000,331.926520,331.926520,299.222800,32.703720,0,21.222412,6.695742,332.768216,2.438553,0.659110,-7.175352
8500000,21.362249,955.992361,487.980208,-0.161627,0.032254,6.460035,0.014272,0.000653,-0.012629,-0.140134,0.009275,6.436969,0.988966,0.010638,-0.018870,0.146549,-3.265013,331.783805,-7.270326,-3.265013,0.604506,0.009181,0.009181,0.154938,2,1,1,4,1000.000000,1,1,426,8500,0,1,1,1,1,1,1,1,1,0,7900,6700,1120,7840,6580,0,0.000000,331.783805,331.783805,299.222500,32.561305,0,21.267904,6.709245,332.625813,2.437701,0.658297,-7.237458
8520000,21.363246,956.009118,487.831817,-0.146940,0.046965,6.551562,0.014107,0.000964,-0.012768,-0.123463,0.025788,6.522299,0.988943,0.010847,-0.018776,0.146703,-3.194654,331.639698,-7.336306,-3.194654,0.604973,0.009194,0.009194,0.155250,2,1,1,4,1000.000000,1,1,427,8520,0,1,1,1,1,1,1,1,1,0,7920,6720,1140,7860,6600,0,0.000000,331.639698,331.639698,299.222200,32.417498,0,21.312883,6.722903,332.481837,2.436881,0.657507,-7.298144
8540000,21.364252,956.026030,487.682710,-0.128500,0.060884,6.644260,0.013925,0.001275,-0.012906,-0.103123,0.041569,6.608997,0.988920,0.011053,-0.018680,0.146856,-3.126036,331.494218,-7.400866,-3.126036,0.605440,0.009207,0.009207,0.155555,2,1,1,4,1000.000000,1,1,428,8540,0,1,1,1,1,1,1,1,1,0,7940,6740,1160,7880,6620,0,0.000000,331.494218,331.494218,299.221900,32.272318,0,21.357353,6.736716,332.336315,2.436095,0.656742,-7.357446
8560000,21.365266,956.043092,487.532787,-0.106778,0.073776,6.737005,0.013728,0.001584,-0.013043,-0.079592,0.056379,6.695978,0.988896,0.011257,-0.018582,0.147010,-3.059125,331.347387,-7.464038,-3.059125,0.605907,0.009219,0.009219,0.155855,2,1,1,4,1000.000000,1,1,429,8560,0,1,1,1,1,1,1,1,1,0,7960,6760,1180,7900,6640,0,0.000000,331.347387,331.347387,299.221600,32.125787,0,21.401322,6.750684,332.189274,2.435341,0.656000,-7.415397
8580000,21.366289,956.060301,487.381939,-0.082327,0.085422,6.828585,0.013514,0.001893,-0.013179,-0.053431,0.069995,6.782071,0.988873,0.011459,-0.018481,0.147163,-2.993885,331.199224,-7.525851,-2.993885,0.606374,0.009231,0.009231,0.156148,2,1,1,4,1000.000000,1,1,430,8580,0,1,1,1,1,1,1,1,1,0,7980,6780,1200,7920,6660,0,0.000000,331.199224,331.199224,299.221300,31.977924,0,21.444796,6.764806,332.040742,2.434620,0.655283,-7.472034
8600000,21.367320,956.077654,487.230046,-0.055774,0.095627,6.917764,0.013285,0.002201,-0.013314,-0.025271,0.082214,6.866075,0.988850,0.011658,-0.018379,0.147315,-2.930284,331.049750,-7.586334,-2.930284,0.606841,0.009243,0.009243,0.156434,2,1,1,4,1000.000000,1,1,431,8600,0,1,1,1,1,1,1,1,1,0,8000,6800,1220,7940,6680,0,0.000000,331.049750,331.049750,299.221000,31.828750,0,21.487783,6.779084,331.890744,2.433932,0.654590,-7.527388
8620000,21.368358,956.095149,487.076983,-0.027795,0.104218,7.003343,0.013041,0.002507,-0.013447,0.004204,0.092858,6.946826,0.988827,0.011854,-0.018274,0.147468,-2.868287,330.898983,-7.645514,-2.868287,0.607308,0.009255,0.009255,0.156715,2,1,1,4,1000.000000,1,1,432,8620,0,1,1,1,1,1,1,1,1,0,8020,6820,1240,7960,6700,0,0.000000,330.898983,330.898983,299.220700,31.678283,0,21.530289,6.793516,331.739308,2.433277,0.653921,-7.581494
8640000,21.369405,956.112782,486.922627,0.000893,0.111050,7.084218,0.012781,0.002811,-0.013580,0.034274,0.101777,7.023254,0.988804,0.012048,-0.018167,0.147620,-2.807862,330.746943,-7.703421,-2.807862,0.607776,0.009267,0.009267,0.156991,2,1,1,4,1000.000000,1,1,433,8640,0,1,1,1,1,1,1,1,1,0,8040,6840,1260,7980,6720,0,0.000000,330.746943,330.746943,299.220400,31.526543,0,21.572324,6.808104,331.586458,2.432653,0.653276,-7.634383
8660000,21.370459,956.130550,486.766852,0.029559,0.116008,7.159437,0.012507,0.003113,-0.013712,0.064201,0.108849,7.094434,0.988781,0.012239,-0.018059,0.147772,-2.748975,330.593648,-7.760080,-2.748975,0.608244,0.009278,0.009278,0.157260,2,1,1,4,1000.000000,1,1,434,8660,0,1,1,1,1,1,1,1,1,0,8060,6860,1280,8000,6740,0,0.000000,330.593648,330.593648,299.220100,31.373548,0,21.613896,6.822845,331.432219,2.432062,0.652655,-7.686087
8680000,21.371521,956.148451,486.609539,0.057469,0.119008,7.228244,0.012218,0.003413,-0.013842,0.093248,0.113984,7.159640,0.988758,0.012428,-0.017948,0.147924,-2.691594,330.439119,-7.815519,-2.691594,0.608712,0.009290,0.009290,0.157524,2,1,1,4,1000.000000,1,1,435,8680,0,1,1,1,1,1,1,1,1,0,8080,6880,1300,8020,6760,0,0.000000,330.439119,330.439119,299.219800,31.219319,0,21.655015,6.837741,331.276616,2.431503,0.652058,-7.736638
